symbol	file	mentions
Fem	AlbanianSQI/GF/lib/src/albanian/ExtendSqiScaffolding.gf	2
Fem	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	323
Fem	AlbanianSQI/GF/lib/src/albanian/NamesSqi.gf	2
Fem	AlbanianSQI/GF/lib/src/albanian/NounSqi.gf	16
Fem	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	10
Fem	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	17
Fem	AlbanianSQI/GF/lib/src/albanian/StructuralSqiNominal.gf	9
Fem	AlbanianSQI/GF/lib/src/albanian/StructuralSqiRes.gf	8
Fem	AlbanianSQI/GF/lib/src/morphodict/MorphoDictSqi.gf	4
GenNum	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	1
GenNum	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	1
GenNum	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	4
GenNum	AlbanianSQI/GF/lib/src/albanian/StructuralSqiRes.gf	1
GSg	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	2
GSg	AlbanianSQI/GF/lib/src/albanian/ConstructionSqi.gf	1
GSg	AlbanianSQI/GF/lib/src/albanian/IdiomSqi.gf	1
GSg	AlbanianSQI/GF/lib/src/albanian/NounSqi.gf	4
GSg	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	4
GSg	AlbanianSQI/GF/lib/src/albanian/StructuralSqiNominal.gf	7
GSg	AlbanianSQI/GF/lib/src/albanian/StructuralSqiRes.gf	1
GSg	AlbanianSQI/GF/lib/src/albanian/SymbolSqi.gf	1
GPl	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	1
GPl	AlbanianSQI/GF/lib/src/albanian/ConjunctionSqi.gf	2
GPl	AlbanianSQI/GF/lib/src/albanian/IdiomSqi.gf	1
GPl	AlbanianSQI/GF/lib/src/albanian/NounSqi.gf	3
GPl	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	4
GPl	AlbanianSQI/GF/lib/src/albanian/StructuralSqiNominal.gf	6
GPl	AlbanianSQI/GF/lib/src/albanian/SymbolSqi.gf	1
Agr	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	8
Agr	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	10
Agr	AlbanianSQI/GF/lib/src/albanian/ConjunctionSqi.gf	2
Agr	AlbanianSQI/GF/lib/src/albanian/ConstructionSqi.gf	3
Agr	AlbanianSQI/GF/lib/src/albanian/ExtendSqi.gf	15
Agr	AlbanianSQI/GF/lib/src/albanian/ExtendSqiHelpers.gf	1
Agr	AlbanianSQI/GF/lib/src/albanian/ExtendSqiRNP.gf	2
Agr	AlbanianSQI/GF/lib/src/albanian/ExtendSqiScaffolding.gf	1
Agr	AlbanianSQI/GF/lib/src/albanian/ExtendSqiVPS.gf	9
Agr	AlbanianSQI/GF/lib/src/albanian/ExtraSqi.gf	6
Agr	AlbanianSQI/GF/lib/src/albanian/IdiomSqi.gf	4
Agr	AlbanianSQI/GF/lib/src/albanian/NamesSqi.gf	1
Agr	AlbanianSQI/GF/lib/src/albanian/NounSqi.gf	1
Agr	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	13
Agr	AlbanianSQI/GF/lib/src/albanian/SymbolSqi.gf	1
Agr	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	6
genNum	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	2
agrgP3	AlbanianSQI/GF/lib/src/albanian/ConstructionSqi.gf	3
agrgP3	AlbanianSQI/GF/lib/src/albanian/ExtendSqiHelpers.gf	4
agrgP3	AlbanianSQI/GF/lib/src/albanian/ExtendSqiLexicon.gf	1
agrgP3	AlbanianSQI/GF/lib/src/albanian/ExtendSqiRNP.gf	3
agrgP3	AlbanianSQI/GF/lib/src/albanian/ExtendSqiScaffolding.gf	5
agrgP3	AlbanianSQI/GF/lib/src/albanian/ExtendSqiVPBridge.gf	2
agrgP3	AlbanianSQI/GF/lib/src/albanian/NamesSqi.gf	5
agrgP3	AlbanianSQI/GF/lib/src/albanian/NounSqi.gf	6
agrgP3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	8
agrgP3	AlbanianSQI/GF/lib/src/albanian/QuestionSqi.gf	2
agrgP3	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	1
Noun	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	4
Noun	AlbanianSQI/GF/lib/src/albanian/ConstructionSqi.gf	1
Noun	AlbanianSQI/GF/lib/src/albanian/NounSqi.gf	1
Noun	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	2
Adj	AlbanianSQI/GF/lib/src/albanian/AdverbSqi.gf	1
Adj	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	2
Adj	AlbanianSQI/GF/lib/src/albanian/NounSqi.gf	1
Adj	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	2
Tense	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	4
Tense	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	3
Tense	AlbanianSQI/GF/lib/src/albanian/ExtendSqiScaffolding.gf	2
Tense	AlbanianSQI/GF/lib/src/albanian/ExtraSqi.gf	1
Tense	AlbanianSQI/GF/lib/src/albanian/IdiomSqi.gf	1
Tense	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	8
Tense	AlbanianSQI/GF/lib/src/albanian/TenseSqi.gf	2
Pres	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	1
Pres	AlbanianSQI/GF/lib/src/albanian/ConstructionSqi.gf	1
Pres	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	7
Pres	AlbanianSQI/GF/lib/src/albanian/ExtendSqiHelpers.gf	1
Pres	AlbanianSQI/GF/lib/src/albanian/IdiomSqi.gf	1
Pres	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	135
Pres	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	6
Pres	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	7
Past	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	1
Past	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	7
Past	AlbanianSQI/GF/lib/src/albanian/ExtendSqiScaffolding.gf	1
Past	AlbanianSQI/GF/lib/src/albanian/IdiomSqi.gf	1
Past	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	137
Past	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	2
Past	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	5
Imperfect	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	1
Imperfect	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	7
Imperfect	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	136
Imperfect	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	2
Imperfect	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	3
Aorist	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	7
Aorist	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	137
Aorist	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	2
Aorist	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	3
Verb	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	3
Verb	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	1
Verb	AlbanianSQI/GF/lib/src/albanian/ConstructionSqi.gf	7
Verb	AlbanianSQI/GF/lib/src/albanian/ExtendSqiHelpers.gf	1
Verb	AlbanianSQI/GF/lib/src/albanian/ExtendSqiScaffolding.gf	1
Verb	AlbanianSQI/GF/lib/src/albanian/ExtendSqiVPBridge.gf	3
Verb	AlbanianSQI/GF/lib/src/albanian/IdiomSqi.gf	1
Verb	AlbanianSQI/GF/lib/src/albanian/QuestionSqi.gf	1
Verb	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	4
Verb	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	13
Indicative	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	1
Indicative	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	1
Indicative	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	25
Indicative	AlbanianSQI/GF/lib/src/albanian/ExtendSqiHelpers.gf	1
Indicative	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	135
Indicative	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	6
Indicative	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	3
Indicative	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	4
Subjunctive	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	1
Subjunctive	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	7
Subjunctive	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	135
Subjunctive	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	2
Subjunctive	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	3
Subjunctive	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	4
Imperative	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	1
Imperative	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	3
Imperative	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	135
Imperative	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	2
Imperative	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	2
Imperative	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	4
participle	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	13
participle	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	2
participle	AlbanianSQI/GF/lib/src/albanian/ExtendSqiVPBridge.gf	6
participle	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	160
participle	AlbanianSQI/GF/lib/src/albanian/NounSqi.gf	1
participle	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	4
participle	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	3
participle	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	13
pres_optative	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	6
pres_optative	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	7
pres_optative	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	135
pres_optative	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	2
pres_optative	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	3
pres_optative	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	12
perf_optative	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	6
perf_optative	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	7
perf_optative	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	135
perf_optative	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	2
perf_optative	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	3
perf_optative	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	12
pres_admirative	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	6
pres_admirative	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	7
pres_admirative	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	135
pres_admirative	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	2
pres_admirative	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	3
pres_admirative	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	12
imperf_admirative	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	6
imperf_admirative	AlbanianSQI/GF/lib/src/albanian/DocumentationSqi.gf	7
imperf_admirative	AlbanianSQI/GF/lib/src/albanian/MorphoSqi.gf	135
imperf_admirative	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf	2
imperf_admirative	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	3
imperf_admirative	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	12
VP	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	2
VP	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	17
VP	AlbanianSQI/GF/lib/src/albanian/ConstructionSqi.gf	7
VP	AlbanianSQI/GF/lib/src/albanian/ExtendSqi.gf	30
VP	AlbanianSQI/GF/lib/src/albanian/ExtendSqiAPCN.gf	1
VP	AlbanianSQI/GF/lib/src/albanian/ExtendSqiHelpers.gf	1
VP	AlbanianSQI/GF/lib/src/albanian/ExtendSqiRNP.gf	3
VP	AlbanianSQI/GF/lib/src/albanian/ExtendSqiScaffolding.gf	14
VP	AlbanianSQI/GF/lib/src/albanian/ExtendSqiVPBridge.gf	10
VP	AlbanianSQI/GF/lib/src/albanian/ExtendSqiVPS.gf	7
VP	AlbanianSQI/GF/lib/src/albanian/ExtraSqi.gf	10
VP	AlbanianSQI/GF/lib/src/albanian/IdiomSqi.gf	2
VP	AlbanianSQI/GF/lib/src/albanian/QuestionSqi.gf	1
VP	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	4
VP	AlbanianSQI/GF/lib/src/albanian/SentenceSqi.gf	1
VP	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	10
VPSlash	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	2
VPSlash	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	2
VPSlash	AlbanianSQI/GF/lib/src/albanian/ExtendSqi.gf	12
VPSlash	AlbanianSQI/GF/lib/src/albanian/ExtendSqiHelpers.gf	1
VPSlash	AlbanianSQI/GF/lib/src/albanian/ExtendSqiRNP.gf	1
VPSlash	AlbanianSQI/GF/lib/src/albanian/ExtendSqiScaffolding.gf	2
VPSlash	AlbanianSQI/GF/lib/src/albanian/ExtendSqiVPBridge.gf	10
VPSlash	AlbanianSQI/GF/lib/src/albanian/ExtendSqiVPS.gf	4
VPSlash	AlbanianSQI/GF/lib/src/albanian/ExtraSqi.gf	7
VPSlash	AlbanianSQI/GF/lib/src/albanian/ResSqi.gf	2
VPSlash	AlbanianSQI/GF/lib/src/albanian/VerbSqi.gf	12
Compl	AlbanianSQI/GF/lib/src/albanian/CatSqi.gf	8
Compl	AlbanianSQI/GF/lib/src/albanian/ClauseSqiRes.gf	1
