n	aeroport	02692232-n
n	afat	15224486-n
n	afat i fundit	15180082-n
n	afeksion	07544647-n
n	afishe	06793426-n
n	aftësi	05200169-n
n	aftësi drejtimi	00815320-n
n	aftësi mendore	05618056-n
n	aftësi ndijor	05651971-n
n	aftësi njohëse	00023271-n
n	afërsi	08641113-n
n	agate line	13713003-n
n	agim	07326108-n
n	agjenci	08337324-n
n	agjenci federale	08337324-n
n	agjenci shtetërore	08337324-n
n	agjensi	08057206-n
n	agjent	09777012-n
n	agjent bastesh	09865954-n
n	agjent i çështjeve gjyqësorë	00007347-n
n	agjent policor	10373801-n
n	agjent sekret	10641755-n
n	agresiv	00964569-n
n	agrikulrurë	00916464-n
n	ajër	14842703-n
n	akademik	09759069-n
n	akord	13969243-n
n	aksident	07300960-n
n	aksident i pashmangshëm	07315350-n
n	aksion	00037396-n
n	aksion në grup	01080366-n
n	aksion ushtarak	00952963-n
n	akt	00037396-n
n	akt heroik	00036762-n
n	akt i një hyjnie	07315350-n
n	akti i te folurit	07160883-n
n	aktivist	14006945-n
n	aktivitet	00407535-n
n	aktivitet biznesi	01095753-n
n	aktivitet i trurit	05770926-n
n	aktivitet ndijor	00876737-n
n	aktivitet seksual	00844254-n
n	aktiviteti njerëzor	00030358-n
n	aktor	09765278-n
n	aktor spontan	10438470-n
n	aktrim	00548326-n
n	aktualisht	15119536-n
n	aktualizim	00931847-n
n	akumulim	00372013-n
n	akuzim	00042311-n
n	aleancë	08293982-n
n	alegori	06880664-n
n	algë	01397114-n
n	algë leshterik	01397114-n
n	aliazh	14586769-n
n	alkal	14618253-n
n	alkanë	14951377-n
n	alkool	07885223-n
n	allçi	03779370-n
n	alternativë	05790944-n
n	alternim	07296428-n
n	ambalazh	03050026-n
n	ambicie	04836268-n
n	ambicion	07484547-n
n	ambicioz	04836268-n
n	ambient	08567235-n
n	ambjent	14513259-n
n	ambulancë	02701002-n
n	amfib	01627424-n
n	amfiteatër	04417809-n
n	amvise	10189776-n
n	amësim	04980008-n
n	analgjezik	02707683-n
n	ane	08510666-n
n	anekdotë	07220586-n
n	aneksoj	02713594-n
n	angazhim	01239064-n
n	anije	04194289-n
n	anije luftarake	04552696-n
n	anije trap	03329663-n
n	ankand	01117541-n
n	anketim	14513489-n
n	ankim	07208708-n
n	anomali	09606527-n
n	anoreksi	14055796-n
n	anormalitet	14501726-n
n	ansambël	08188235-n
n	antagonizëm	13980288-n
n	anullim	00231567-n
n	anë , buzë	03264136-n
n	anëtarësim	00049003-n
n	aparat	00098385-n
n	aparat akumulimi	03744840-n
n	aparat elektrik	03277771-n
n	aparat ngrohës	03508101-n
n	aparat,pajisje	02727825-n
n	aparaturë gjimnastikore	03472232-n
n	apartament	02726305-n
n	apel	07186828-n
n	aplikim	00949134-n
n	aplikim praktik	00949134-n
n	aprovim	06686736-n
n	aquatic vertebrate	01473806-n
n	ar	14638799-n
n	arachnid	01769347-n
n	arachnoid	01769347-n
n	ardhje	00048225-n
n	ardhme	15121625-n
n	arenë	04417809-n
n	argjendari	03597469-n
n	argument	07140978-n
n	argument logjik	05773049-n
n	argumentim	05773049-n
n	argëtim	00426928-n
n	arikull i fortë	03257877-n
n	aritmetikë	06000644-n
n	armatime	04565375-n
n	armatime tanku	04389033-n
n	arme	07246932-n
n	armiqësi	07547805-n
n	armiqësor	00964569-n
n	armë	04565375-n
n	arnoj	03309356-n
n	arnë	03309356-n
n	aromatik	07809368-n
n	aromatizues	07809368-n
n	aromë	04980008-n
n	arrati	00796315-n
n	arratisem	00429440-n
n	arratisje	00058743-n
n	arrest	13999663-n
n	arrestim	13999663-n
n	arritje	00035189-n
n	arrogancë	04887912-n
n	arsim	05984287-n
n	arsye	05688397-n
n	arsyetim	05651680-n
n	art	00933420-n
n	art dramatik	07006119-n
n	art gatimi	07571324-n
n	art lëvizës	08466643-n
n	arte figurative	02743547-n
n	arterie	05333777-n
n	arthropod	01767661-n
n	arti grafik	03453809-n
n	artikuj argjendarie	03597469-n
n	artikuj prej qelqi	03439064-n
n	artikuj për tualet	04447443-n
n	artikuj të cilësisë së parë	03257877-n
n	artikuj veshjesh	03051540-n
n	artikull	00021939-n
n	artikull gazetë	06269130-n
n	artikull i fortë	03257877-n
n	artikull lajmesh	06269130-n
n	artileri	07246932-n
n	artiodactyl	02394477-n
n	artiodactyl mammal	02394477-n
n	artist	09812338-n
n	artistik	02743547-n
n	arush pelushi	04399382-n
n	as	09762509-n
n	asgjesoj	00403092-n
n	asgjë	13740168-n
n	ashpërsi	04710127-n
n	asimetri	05065717-n
n	asimetrik	05065717-n
n	asistent sekretar	10569744-n
n	asistentt	09815790-n
n	asociacion	05763916-n
n	asortiment	08398773-n
n	aspekt	05850624-n
n	aspirim	07484547-n
n	aspirin	02748618-n
n	aspiroj	00815644-n
n	atletike	09820263-n
n	atletikë	00523513-n
n	atmosferë	08567235-n
n	atom	14585519-n
n	atribut	00024264-n
n	atësi	13813765-n
n	audiencë	08221897-n
n	autobus kampimi	02946348-n
n	autokamp	02946348-n
n	autokton	09620794-n
n	automjet	04524313-n
n	automobil	02958343-n
n	autonomi	13992514-n
n	autor	10794014-n
n	autoritet	09824361-n
n	autoritet suprem	08552138-n
n	autoritetet	08337324-n
n	autorizim	01138670-n
n	autorizues	01138670-n
n	autorësi	06411592-n
n	avancim	00282050-n
n	avantazh	05155821-n
n	aventurë	00796315-n
n	avion	02686568-n
n	avion pa motor	03439814-n
n	avokat	09774783-n
n	avull	15055633-n
n	avullore	04309348-n
n	baba	10080869-n
n	baba i madh	10142391-n
n	babagjysh	10142391-n
n	babe	09827683-n
n	bakër	14635722-n
n	balancë	13897996-n
n	balle	08573472-n
n	balle lufte	08573674-n
n	ballkon	02777734-n
n	ballore	08573674-n
n	ballë	05602548-n
n	band	08249038-n
n	bandvale	06260628-n
n	bandë e frekuences	06260628-n
n	bandë kërcimi	08249960-n
n	banesë	03259505-n
n	banim	01053920-n
n	banjë	02807731-n
n	banor	09620078-n
n	banues	09620078-n
n	bar	02796995-n
n	bar i keq	13085113-n
n	bar mjekësor	12205694-n
n	barishte	07811416-n
n	bark	05556943-n
n	barkë	04244997-n
n	barna	03740161-n
n	barna qetësuese	04166553-n
n	barnatore	03249342-n
n	barngrënës	01324610-n
n	barrë	14046202-n
n	bartje	00283127-n
n	bartës	01385527-n
n	base on balls	00127286-n
n	bashkiak	10303814-n
n	bashkim	00381680-n
n	bashkoj	00381680-n
n	bashkues	03091374-n
n	bashkëpunim	01202904-n
n	bashkëshort	10640620-n
n	bashkëshorte	10780632-n
n	bashkëveprim	00039021-n
n	bastvenes	09865954-n
n	bazament	02797692-n
n	baze	08191230-n
n	baze force	08191230-n
n	baze te dhenash	06637824-n
n	bazë	03387016-n
n	bazë e protezës dentare	05581349-n
n	bazë ushtarake	02798290-n
n	beard	01955318-n
n	bekim	07189411-n
n	benzinë	14686913-n
n	besim	05943066-n
n	besim fetar	05946687-n
n	besim i fortë	05942888-n
n	besimtar	09628382-n
n	besnikeri	01212882-n
n	besë	05942888-n
n	betejë	00788973-n
n	betim	00516086-n
n	bezdisje	00420477-n
n	beze	03309808-n
n	bibliotekë	03660909-n
n	bije	09992837-n
n	bima e pambukut	12175949-n
n	bimë	00017222-n
n	bimë ajri	13122985-n
n	bimë bulbëzore	13134302-n
n	bimë drunore	13103136-n
n	bimë helmuese	13100156-n
n	bimë kacavjerrëse	13100677-n
n	bimë për kopshte	13083306-n
n	bimë riprodhuese	13083586-n
n	bimë shkëmbore	13123681-n
n	bimë shtëpiake	13083023-n
n	bimë ujore	13121544-n
n	bimësi	08436759-n
n	bindje	05697363-n
n	biografi	06515827-n
n	biologji	06037298-n
n	bir	10624074-n
n	birrari	02796995-n
n	birrë	07886572-n
n	bisedim	07148192-n
n	bisedë	07133701-n
n	bisht	02157557-n
n	bishë	00015388-n
n	biznes	01094725-n
n	biznes qeveritar	09966255-n
n	biznesmen	09882007-n
n	biçikletë	02834778-n
n	biçikletë me motorr	03785016-n
n	blerje	13563522-n
n	bletë	02206856-n
n	bllok	02852523-n
n	bllok godinash	02853016-n
n	bllok katror	03144592-n
n	bllok ndertimi	09465459-n
n	bllok qyteti	08642145-n
n	bllokadë	02853218-n
n	bllokim	02853449-n
n	bllokim truri	05645199-n
n	bllokohem	05645199-n
n	bllokoj	02853449-n
n	bluaj	00358290-n
n	bodrum	02800497-n
n	bojaxhi	00609236-n
n	bojë	03875218-n
n	boks	00445802-n
n	bombardim	00978413-n
n	bombardoj	00978413-n
n	bombë	02866578-n
n	bonbone	07597365-n
n	bonifikim	07357388-n
n	bonifikoj	02679415-n
n	bord i majtë	03642928-n
n	borgjezi	08181658-n
n	borxh	13397174-n
n	boshllëk	09379111-n
n	bota	05670972-n
n	bote	02472987-n
n	botim	06596978-n
n	bravë	03682487-n
n	breg	09428293-n
n	breg kodrine	03792048-n
n	bregdet	09428293-n
n	brejtës	02329401-n
n	brendesi	08588294-n
n	brenge	07532440-n
n	brez i kositur	09452653-n
n	bri	01325417-n
n	brigadë	08242799-n
n	brilante	04814238-n
n	brinjë	05235879-n
n	britmë	07190693-n
n	brixh	13793330-n
n	budallallëk	04891333-n
n	bujari	14432032-n
n	bujqësi	00916464-n
n	bujtinë	03541537-n
n	buke	07679356-n
n	bukuri	04683814-n
n	burg	13937284-n
n	burim	04263614-n
n	burim drite	04263760-n
n	burim natyror	09443453-n
n	burim parash	13356112-n
n	burim uji	08678615-n
n	burime materiale	13353156-n
n	burime monetare	13356112-n
n	burrë	09624168-n
n	burrë afaresh	09882007-n
n	burrë e grua	07989373-n
n	butak	01940736-n
n	buze	08565701-n
n	buzë	05301908-n
n	byssus	01955318-n
n	bythë	05559256-n
n	bëj shaka	00431005-n
n	bëj shkel e shko	00074790-n
n	cak	03264542-n
n	caktim	00163779-n
n	caktim detyre	00730247-n
n	camarok	09917593-n
n	cap	02956247-n
n	capital	02956247-n
n	celebrim	00516086-n
n	central	02994858-n
n	central telefonik	02994858-n
n	cep	03109881-n
n	ceremoni	01027379-n
n	ceremoni fetare	01028082-n
n	ceremoni martesë	07452074-n
n	ceremoni martësore	01036996-n
n	chapiter	02956247-n
n	cicërimë	07379409-n
n	cigare	03030663-n
n	cikerrime	13771404-n
n	cikël	15256714-n
n	cilindër	07349532-n
n	cilësi	04723816-n
n	cilësi e përcaktuar	13576101-n
n	cipë	05238282-n
n	cnidarian	01909422-n
n	coelenterate	01909422-n
n	cohë	03309808-n
n	cokollate	07601999-n
n	constituent	05868954-n
n	containerful	13756125-n
n	copë	03932203-n
n	copë toke	08674739-n
n	copë veshjesh	03932670-n
n	copëtim	09258715-n
n	copëz	06892016-n
n	copëzim	00397953-n
n	crack	14485673-n
n	crustacean	01974773-n
n	cupeline	09917593-n
n	dada	08466412-n
n	dadaism	08466412-n
n	dajë	10736091-n
n	dalje	00058519-n
n	dallgëzim	07345593-n
n	dallim	04749572-n
n	damkë hekuri	03585337-n
n	damë	00502952-n
n	dashamirësi	00034574-n
n	dashuri	01212882-n
n	dasmë	07452074-n
n	datë	15159583-n
n	debat	07181935-n
n	debate	07140978-n
n	dedikim	06684383-n
n	defekt	00070965-n
n	defiçit	14449405-n
n	dega e studimit	05996646-n
n	dege	08401248-n
n	degjenerim	00271263-n
n	degë	13163250-n
n	dekadë	15204983-n
n	deklarate	06725877-n
n	dekor	03169390-n
n	dekrementoj	13458571-n
n	dekret	06532095-n
n	dekret ligji	06535222-n
n	delegacion	08402442-n
n	delegim	08402442-n
n	delikatesë	07557165-n
n	dem	07420770-n
n	demaskim	07213395-n
n	demokraci	08361329-n
n	demoralizim	00272713-n
n	demostrim	06879180-n
n	dentist	10004282-n
n	departament	08114861-n
n	depo	03177349-n
n	depo hekurudhor	04611154-n
n	depo makinash	04611154-n
n	depozit	13349662-n
n	depozitim	09428967-n
n	depozitoj	00372448-n
n	depozitë	00372448-n
n	derdhet	00329227-n
n	derdhje	00329819-n
n	derrkuc	02395694-n
n	desert	07609840-n
n	destinacion	07330007-n
n	det	09426788-n
n	detaj	05817845-n
n	detyrim	05161436-n
n	detyrë	00586262-n
n	detyrë mbeshtetese	08352303-n
n	detyrë mbrojtëse	00730538-n
n	devijim	07366289-n
n	devocion	01040646-n
n	dhe	09335240-n
n	dhembshuri	07544647-n
n	dhen	02411705-n
n	dhimbje	07494363-n
n	dhimbjeheqës	02707683-n
n	dhome	07985948-n
n	dhomë	03003730-n
n	dhomë në papafingo	03686130-n
n	dhunim	00770270-n
n	dhunoj	00770270-n
n	dhunë	00965404-n
n	dhuratë	01086081-n
n	dhuroj	01086081-n
n	dhëmb	05282746-n
n	dhëmbë	02155872-n
n	dhënie me qera	13248393-n
n	dialog	07148192-n
n	dieni	05675905-n
n	diferencë	07181935-n
n	diferencë opinionesh	07181935-n
n	difuzion	13465530-n
n	dijeni	00023271-n
n	dijetar aplikimesh	09615807-n
n	diktim	07168131-n
n	dikush	00007846-n
n	dimension	05091194-n
n	dimër	15237782-n
n	dioqezë	08550966-n
n	disa gjëra të ndryshme	04345288-n
n	disavantazh	05161614-n
n	disfatë	07475364-n
n	disiplinë	04881623-n
n	disk	13875185-n
n	disk drive	03209666-n
n	diskutim	07138085-n
n	disonancë	07430211-n
n	distance	07505871-n
n	distancë	05084201-n
n	dita yjore	15208333-n
n	dituri	05804793-n
n	ditë	15208540-n
n	ditë e shënuar	15157225-n
n	ditë pune	15136723-n
n	ditë pushimi	15183428-n
n	ditë të errëta	15167577-n
n	ditët e muajit	15159583-n
n	divan	04162998-n
n	divizion	08213205-n
n	divizion ajror	08219330-n
n	divizion detar	08219226-n
n	dizenjo	03178782-n
n	djallos	00074790-n
n	djalosh	09908025-n
n	djalë	09908025-n
n	djathtas	08625073-n
n	djathë	07850329-n
n	dje	15120823-n
n	dobësi	05040275-n
n	dobësim	13457378-n
n	dobësim i kockave	14066203-n
n	dogmë	05941423-n
n	doktor	10020890-n
n	doktor dhëmbësh	10004282-n
n	dokument	03217458-n
n	dokument ligji	06479665-n
n	dokument zyrtar	06479665-n
n	dollap në mur	04550184-n
n	dollap për rroba	03015254-n
n	dollap rrobash	04550184-n
n	dollar	13391967-n
n	domethënie	05169813-n
n	dominancë	14441825-n
n	dore	01208460-n
n	dore letrash	07956887-n
n	dore ndihmuese	01208460-n
n	dorezë	03485997-n
n	dorezë kamzhiku	03134496-n
n	dorë	05637965-n
n	dorëzim	00093483-n
n	dorëzohem	00067707-n
n	dosje te dhënash	06508816-n
n	dotrinë	05943300-n
n	dramatik	07006119-n
n	dramaturgji	07006119-n
n	dredh	13936939-n
n	dredhi	05905802-n
n	drejtesi	06532330-n
n	drejtim	00038262-n
n	drejtim i gabuar	00732746-n
n	drejtim politike	06212839-n
n	drejtkendesh	13873361-n
n	drejtor	10014939-n
n	drejtor ekzekutiv	10069645-n
n	drejtues	01256417-n
n	drejtues shfaqjeje	10593745-n
n	drejtues shteti	10164747-n
n	drejtë	05174653-n
n	drejtësi	04850117-n
n	dremitje	15273626-n
n	dridhem nga frika	07520112-n
n	dridhje	07520112-n
n	drita	11473954-n
n	dritare	04587648-n
n	drith	12101870-n
n	drithëra	07802417-n
n	drithërimë	07520112-n
n	dritë dielli	11485367-n
n	dritë e diellit	11485367-n
n	dritë hëne	11484975-n
n	drogë	03247620-n
n	dru	08438533-n
n	dru zjarri	15100644-n
n	druajtje	07524529-n
n	drurë pylli	09284015-n
n	duhan	04103491-n
n	dukuri atmosferike	11425580-n
n	dukuri elektrike	11449002-n
n	dukuri fizike	11419404-n
n	dukuri mekanike	11480698-n
n	dukuri optike	11490638-n
n	dukuri organike	11418750-n
n	dyanshmeri	13841213-n
n	dyluftim	07464725-n
n	dyndje	00972621-n
n	dyqan	04202417-n
n	dyshek	03731164-n
n	dysheme	03365592-n
n	dyshim	05698247-n
n	dëbim nga atdheu	00056087-n
n	dëborë	11508382-n
n	dëfrim	00512522-n
n	dëgjim	14484778-n
n	dëgjoj	00882159-n
n	dëmshpërblim	00089351-n
n	dëmtim	00403092-n
n	dëmtoj	00403092-n
n	dënim	01160342-n
n	dërgesë	00317207-n
n	dërgim	00061290-n
n	dërrasë hekurosjeje	03586090-n
n	dëshirë	07185870-n
n	dëshirë seksuale	07487955-n
n	dëshmi	06643408-n
n	dëshpërim	07535010-n
n	dështim	00066636-n
n	dështoj	00074790-n
n	e ardhme	15121625-n
n	e bën për vdekje	00219012-n
n	e dale	13894434-n
n	e drejte	01181475-n
n	e drejtë hyrjeje	00049003-n
n	e drejtë zgjedhjeje	00161243-n
n	e gjithë	05814162-n
n	e kaluara	15123996-n
n	e metë	00070965-n
n	e plote	00003553-n
n	e shijshme	07557165-n
n	e shtënë	00122661-n
n	e ushqyeshme	07570720-n
n	e vecante	13809920-n
n	eccentric	10042845-n
n	eci	00283568-n
n	ecje	00279835-n
n	ecje e lehtë	00308370-n
n	edukator	10045713-n
n	edukim	00611433-n
n	efekt	05034225-n
n	efekthmëri	05034225-n
n	efektshmëri	05199286-n
n	efikasitet	05199286-n
n	egoizëm	04835028-n
n	egër	13939353-n
n	egërsi	07516997-n
n	ekip	07985384-n
n	ekluzë	03683079-n
n	ekonomat	10677271-n
n	ekonomi	08366753-n
n	ekonomi bujqësore	00916464-n
n	ekonomi shtepie	08078020-n
n	ekonomizim	00192613-n
n	ekscentrik	09909060-n
n	ekskursion	00308370-n
n	ekspeditë ushtarake	00968155-n
n	eksperiencë	07285403-n
n	eksperiment	00639556-n
n	ekspert	09617867-n
n	eksplosion	07308563-n
n	eksploziv	03304730-n
n	ekspo	08407619-n
n	eksportoj	03306207-n
n	ekspozim	00521209-n
n	ekspozim pikturë	06613686-n
n	ekstrem	08568978-n
n	ekuator	08568719-n
n	ekuilibrim	13897996-n
n	ekuilibër	13897996-n
n	ekuipazh	08242799-n
n	ekzaminim	00635850-n
n	ekzekutim	00220522-n
n	ekzibicion	08407619-n
n	ekzistence	09466280-n
n	ekzistencë	13954253-n
n	ekzistencë jete	00006269-n
n	elegance	07557165-n
n	elegancë	04812268-n
n	elektricitet	11449907-n
n	element	03081021-n
n	element familje	07970406-n
n	element kimik	14622893-n
n	element metalik	14625458-n
n	element njohës	05686481-n
n	element pastrues	03040587-n
n	element përbërës	05868954-n
n	elementë kryesor	14596700-n
n	elipse	13878306-n
n	emblemë	03185562-n
n	emigracion	00056087-n
n	emigrim	00056087-n
n	emision	06568978-n
n	emision i kompjuterikzuar	06568978-n
n	emocion	07480068-n
n	emri i familje	06336904-n
n	emër	06333653-n
n	emër profesion	06845599-n
n	emërim	07230502-n
n	ena arteriale e gjakut	05333777-n
n	energji	11452218-n
n	energji elektrike	11443532-n
n	engjëll	09538915-n
n	entitet	00001740-n
n	entuziazëm	07555014-n
n	enë	03094503-n
n	enë gjaku	05397333-n
n	enëzor	05397178-n
n	epifit	13122985-n
n	episode	07289956-n
n	epokë	00028270-n
n	epsh	07487955-n
n	epërsi	05155821-n
n	erashkë	13907415-n
n	erozion	13475538-n
n	errësirë	15167027-n
n	erë	04980008-n
n	erëza	07809368-n
n	escape	11553419-n
n	eshtra	05218119-n
n	eshtër	05269901-n
n	etiketë	08240169-n
n	etje	14039534-n
n	even-toed ungulate	02394477-n
n	event	07283608-n
n	event periodike	07296190-n
n	event shoqëror	07288639-n
n	eventet e shitjes	01117723-n
n	eventualisht	07290761-n
n	evolucion	00250259-n
n	exezekutiv	10069645-n
n	experiencë	05758059-n
n	experimentim	00639556-n
n	f number	13821408-n
n	fabrika e biznesit	03953020-n
n	fabrikant	10292316-n
n	fabrikim	00912001-n
n	fabrikë	03316406-n
n	faj	13990675-n
n	fajësi	13990675-n
n	fakt	00034479-n
n	fakt bindës	05824739-n
n	faktor	05868954-n
n	falem	01028655-n
n	falenderim	07228971-n
n	falimentim	13466312-n
n	falje	01227495-n
n	falsifikim	00751145-n
n	faltore	03953416-n
n	familjar	09945905-n
n	familje	07969695-n
n	famë	14437386-n
n	fanatizem	06206334-n
n	fantazi	05700793-n
n	faqe	03313456-n
n	far	02814860-n
n	fare	05839024-n
n	farefis	07969695-n
n	faring	05547508-n
n	farmaci	03249342-n
n	fat	07330007-n
n	fat i keq	07304852-n
n	fatkeqesi	07304852-n
n	fatlume	11418460-n
n	fatmirësi	11418460-n
n	faturë pagesë	06492939-n
n	fauna	00015388-n
n	fazë	15290337-n
n	fe	05946687-n
n	federate	08303275-n
n	femer	09989290-n
n	femër	01320872-n
n	femër e rritur	10787470-n
n	fenomen	00034213-n
n	fenomen natyror	11408559-n
n	fermë	03322099-n
n	ferr	05629682-n
n	ferrë	08438223-n
n	feste	07447641-n
n	feste politike	08256968-n
n	festim	00428000-n
n	festival	00517728-n
n	festë	00517728-n
n	fetë	07654667-n
n	fibër	14866889-n
n	fidanishte	03457902-n
n	figure	13862780-n
n	figurë	13937075-n
n	figurë dy dimensionale	13863186-n
n	figurë planare	13863186-n
n	figurë zbukurimi	03178782-n
n	fije , pe , spango	03106110-n
n	filet mishi	02463403-n
n	filiz	01321579-n
n	fill	04426788-n
n	fillesë	15266034-n
n	fillim	07290905-n
n	fillimi	07325190-n
n	filloj	00235435-n
n	film	06613686-n
n	filozofi	05943300-n
n	financa	08054721-n
n	financë	01098698-n
n	firmë biznesi	08059870-n
n	fis	07969695-n
n	fisnikëri	14432032-n
n	fitim	13254805-n
n	fitoj	00032613-n
n	fitore	00062806-n
n	fizik	05009170-n
n	fizika e përgjithshme	06090869-n
n	fizikë	06090869-n
n	fiziologjik	05005250-n
n	fjale	06286395-n
n	fjale per pikturë	07201804-n
n	fjalim	07138085-n
n	flakje	00043609-n
n	flete	06256229-n
n	flete letre	06255777-n
n	flete shkrim	06362953-n
n	fletë e hollë	04188643-n
n	flirtim	00512522-n
n	flirtoj	00512522-n
n	flok	05254795-n
n	flokë	07990956-n
n	flora	00017222-n
n	flori	14638799-n
n	fluturim	08220534-n
n	focal ratio	13821408-n
n	fodull	07508486-n
n	fokusim	05704694-n
n	fole infektimi	14182697-n
n	folur	05650820-n
n	fondacion	13790712-n
n	fonde	13356112-n
n	fonde investuese	13333237-n
n	fonde monetare	13358549-n
n	force	08198398-n
n	force e armatosur	08199025-n
n	force e mbinatyrshme	07315350-n
n	force krahu	08212347-n
n	force policie	08209687-n
n	force punëtorë	08212347-n
n	forcë	00965404-n
n	forcë lëvizëse	00103834-n
n	forcë për njësi hapësire	11495041-n
n	forcë shtytëse	00045250-n
n	forma e fjalës	06290637-n
n	formacion	08426461-n
n	formacion gjeologjik	09287968-n
n	format e klases	06317464-n
n	forme	06290637-n
n	forme amorfe	13867492-n
n	forme e harkuar	13867641-n
n	forme e mysët	13864153-n
n	forme e rumbullaket	13865483-n
n	forme e shtrembert	13867276-n
n	forme këndorë	13864763-n
n	forme natyrale	13862282-n
n	formim	00237078-n
n	formim kulturor	05823517-n
n	formoj	00378985-n
n	formulim	06722453-n
n	formulë	14873641-n
n	formë	00027807-n
n	fortë	05035353-n
n	fortësi	05035353-n
n	fosfor	14649197-n
n	foshnjë	09827683-n
n	fosil	09284589-n
n	foto	03925226-n
n	fotografi	03925226-n
n	fqinj	08641113-n
n	fqinjësi	08641113-n
n	fragment	07037465-n
n	fragment muzikor	07037465-n
n	frazë	07154330-n
n	frenim	00808182-n
n	frike	07519253-n
n	frikësim	07519253-n
n	frme	08059870-n
n	front	11460488-n
n	fruta te ngrënshme	07705931-n
n	frutë	13134947-n
n	frymëmarrje	00831191-n
n	frymënxjerrje	00831191-n
n	fryrje	01173038-n
n	frëngji	03984908-n
n	frëngji për topat	03984908-n
n	fshat	08226699-n
n	fsheharak	00752431-n
n	fshehje	00752431-n
n	ftese	07186148-n
n	ftohtësi	04629604-n
n	fund	00209943-n
n	fundar	09217638-n
n	fundi	06398401-n
n	fundërrine	08401819-n
n	funeral	07451463-n
n	funksion	05149325-n
n	funksion matematike	13783816-n
n	funksion social	07447261-n
n	funksionar	10372373-n
n	funksione trupore	13440063-n
n	funksioni	00720565-n
n	funksionim	13525549-n
n	fuqi	05029706-n
n	fuqi e dytë	13731021-n
n	fuqi punëtore	00620752-n
n	furnitor	10677271-n
n	furnizim	01057200-n
n	furnizoj	01057200-n
n	furtunë e fuqishme	11462526-n
n	furçë	02908217-n
n	fusha e subjektit	05996646-n
n	fushatë	00798245-n
n	fushe	02687992-n
n	fushe aeroplanesh	02687992-n
n	fushe loje	08570758-n
n	fushë	05996646-n
n	fushë ,qoshk	04053218-n
n	fushë e rregullt	04091839-n
n	fushë loje	02857023-n
n	fushë shahu	03011521-n
n	fushë shkencore	05999797-n
n	fustan	03236735-n
n	fut ( 30 ,5 cm)	13650045-n
n	futboll	00468480-n
n	futje në përdorim	00320852-n
n	futje të dhënash	00049003-n
n	fyerje	01225027-n
n	fyes	01224031-n
n	fyt	05547508-n
n	fyturë	05600637-n
n	fytyrë	04679549-n
n	fëlliq	00276620-n
n	fëmijë	09827683-n
n	fëmijëri	14427065-n
n	g	13723712-n
n	gabim	00070965-n
n	gabim i lehtë	00074524-n
n	gabim trashanik	00074790-n
n	gaf	00074790-n
n	galaktike	08271042-n
n	galeri	08240169-n
n	gametë	05456945-n
